id,city_id,driver_id,car_id,date,sum
4,33,568,3720,2025-09-28 13:48:16,164
5,26,494,2648,2025-09-28 16:04:35,257
55,16,1072,4866,2025-09-28 08:18:19,431
86,71,839,1874,2025-09-28 17:09:58,120
102,62,330,768,2025-09-28 05:28:15,65
196,10,403,2089,2025-09-28 14:17:09,413
214,78,242,2960,2025-09-28 19:14:45,138
246,3,500,1867,2025-09-28 10:17:46,250
263,100,149,1912,2025-09-28 03:36:46,345
296,16,239,2128,2025-09-28 14:14:22,47
317,65,1033,3377,2025-09-28 13:47:27,38
329,6,946,374,2025-09-28 16:36:20,24
357,69,109,3237,2025-09-28 10:22:49,65
392,61,994,,2025-09-28 02:44:03,386
398,87,891,2402,2025-09-28 09:27:27,379
482,49,560,1096,2025-09-28 18:25:19,479
500,28,873,4232,2025-09-28 13:52:45,407
539,6,677,,2025-09-28 13:23:19,123
552,5,960,533,2025-09-28 19:30:25,48
572,11,770,,2025-09-28 22:42:16,342
580,28,1023,,2025-09-28 13:34:10,364
584,23,1052,661,2025-09-28 10:45:47,171
685,45,461,761,2025-09-28 10:19:27,244
698,80,155,4731,2025-09-28 22:40:03,193
715,32,405,3937,2025-09-28 19:23:00,26
717,12,550,4311,2025-09-28 08:46:43,70
726,74,374,2890,2025-09-28 15:30:57,273
729,8,384,,2025-09-28 17:45:32,345
730,17,819,4248,2025-09-28 08:29:20,77
739,75,103,4182,2025-09-28 14:44:47,406
746,17,680,2119,2025-09-28 00:41:44,258
782,89,128,1997,2025-09-28 15:37:16,443
826,6,980,,2025-09-28 09:08:22,16
854,30,1019,2323,2025-09-28 15:55:41,276
861,38,368,1251,2025-09-28 11:54:00,171
887,12,1027,111,2025-09-28 09:09:56,434
913,29,690,2141,2025-09-28 14:33:09,418
929,100,214,,2025-09-28 15:53:43,279
942,74,501,1368,2025-09-28 16:07:41,404
957,62,908,1910,2025-09-28 23:12:51,305
991,69,804,2058,2025-09-28 10:58:22,489
1023,13,1096,1925,2025-09-28 20:30:27,126
1046,7,267,2262,2025-09-28 14:15:13,302
1050,66,121,1969,2025-09-28 10:53:22,409
1067,8,925,4584,2025-09-28 08:58:45,420
1076,65,408,310,2025-09-28 16:05:54,97
1085,38,575,2417,2025-09-28 18:42:50,70
1086,61,155,4569,2025-09-28 12:29:47,334
1151,6,110,2137,2025-09-28 17:12:41,80
1161,93,161,2865,2025-09-28 05:05:19,91
1208,16,1053,1350,2025-09-28 11:56:29,211
1322,2,667,3874,2025-09-28 12:26:48,294
1424,30,1032,2493,2025-09-28 12:35:27,52
1526,33,676,955,2025-09-28 13:29:19,300
1543,74,515,4453,2025-09-28 02:37:35,474
1548,57,900,1640,2025-09-28 15:41:40,490
1564,61,579,1225,2025-09-28 10:16:00,286
1643,3,735,787,2025-09-28 13:37:59,196
1651,17,283,2844,2025-09-28 10:21:02,26
1706,96,769,658,2025-09-28 19:17:50,318
1750,85,469,4012,2025-09-28 10:31:00,65
1751,3,400,4515,2025-09-28 20:30:17,462
1754,41,597,168,2025-09-28 05:00:34,315
1793,48,289,3973,2025-09-28 15:27:33,208
1801,89,433,4198,2025-09-28 12:58:09,244
1833,43,680,2119,2025-09-28 06:16:15,347
1834,20,267,2262,2025-09-28 14:30:51,84
1841,59,610,2396,2025-09-28 12:46:33,265
1876,16,856,2248,2025-09-28 20:15:26,116
1901,40,823,2254,2025-09-28 10:44:49,171
1917,6,804,1973,2025-09-28 19:21:37,314
1947,29,248,1987,2025-09-28 10:13:26,468
1953,62,573,2320,2025-09-28 10:35:40,97
1985,66,514,1151,2025-09-28 18:58:26,75
2014,94,640,4551,2025-09-28 17:59:40,394
2052,19,644,,2025-09-28 20:43:03,232
2106,47,648,2538,2025-09-28 12:47:08,184
2193,55,854,3913,2025-09-28 17:31:54,136
2207,91,571,2148,2025-09-28 23:07:40,302
2212,82,102,916,2025-09-28 12:26:08,331
2227,97,695,1495,2025-09-28 14:29:25,369
2285,11,652,4500,2025-09-28 14:45:24,238
2293,40,557,1926,2025-09-28 17:56:49,297
2366,46,265,4149,2025-09-28 13:34:47,266
2387,55,294,2812,2025-09-28 16:48:02,45
2441,59,774,4398,2025-09-28 22:55:54,226
2451,64,751,3594,2025-09-28 15:58:29,413
2452,10,961,178,2025-09-28 13:41:41,284
2456,12,835,,2025-09-28 19:05:10,306
2505,53,361,3833,2025-09-28 08:34:05,311
2553,34,819,3281,2025-09-28 19:59:24,96
2570,61,237,3279,2025-09-28 10:48:11,175
2600,64,216,2163,2025-09-28 08:33:04,378
2683,14,746,1030,2025-09-28 13:38:03,375
2684,56,526,1780,2025-09-28 20:16:01,263
2728,64,851,3651,2025-09-28 16:15:57,60
2730,18,226,1040,2025-09-28 15:25:59,113
2740,59,1075,4237,2025-09-28 12:36:02,274
2751,90,667,2418,2025-09-28 15:40:03,165
2789,100,505,1694,2025-09-28 20:54:51,145
2795,91,626,2186,2025-09-28 17:56:36,280
2799,16,717,206,2025-09-28 02:46:11,219
2836,54,125,2458,2025-09-28 10:58:58,280
2902,51,214,,2025-09-28 16:50:08,152
2910,36,297,1193,2025-09-28 14:57:58,357
2915,84,154,1492,2025-09-28 22:26:45,490
2916,42,543,2565,2025-09-28 19:44:50,218
2938,41,1012,1741,2025-09-28 19:37:07,365
3078,27,234,2822,2025-09-28 05:50:27,115
3108,96,509,1198,2025-09-28 12:18:29,109
3240,80,212,624,2025-09-28 23:56:40,335
3262,88,775,4030,2025-09-28 03:48:20,253
3271,61,775,718,2025-09-28 14:10:04,368
3277,87,662,225,2025-09-28 18:49:37,249
3307,2,652,4500,2025-09-28 17:53:46,245
3318,92,316,619,2025-09-28 13:52:19,385
3320,100,284,752,2025-09-28 15:23:56,259
3322,85,1035,1437,2025-09-28 17:08:21,91
3336,47,844,2416,2025-09-28 10:43:17,304
3367,16,286,1472,2025-09-28 08:23:29,316
3403,35,250,,2025-09-28 15:17:43,418
3410,90,686,271,2025-09-28 02:09:09,154
3429,99,421,884,2025-09-28 14:56:26,56
3501,26,194,694,2025-09-28 22:01:36,36
3531,98,974,4689,2025-09-28 08:28:47,474
3567,84,364,657,2025-09-28 10:17:32,330
3575,24,936,509,2025-09-28 15:48:07,100
3639,45,470,4403,2025-09-28 13:07:21,444
3716,6,473,2935,2025-09-28 13:27:51,156
3717,52,519,3989,2025-09-28 15:15:26,327
3746,11,406,2106,2025-09-28 20:13:26,374
3762,19,612,870,2025-09-28 13:30:01,172
3774,65,939,1696,2025-09-28 06:31:06,73
3790,86,397,,2025-09-28 12:06:56,225
3914,17,427,3303,2025-09-28 20:23:35,85
3937,88,415,251,2025-09-28 15:41:59,305
3984,100,780,,2025-09-28 22:38:46,452
4013,37,905,178,2025-09-28 12:32:17,267
4064,88,550,4006,2025-09-28 17:36:30,346
4105,15,139,2044,2025-09-28 15:16:29,393
4118,73,660,4761,2025-09-28 17:26:03,46
4191,8,386,4756,2025-09-28 14:39:28,322
4227,23,251,4399,2025-09-28 10:25:24,326
4281,13,230,790,2025-09-28 09:59:18,27
4324,91,1042,4260,2025-09-28 17:15:17,71
4326,34,189,3212,2025-09-28 20:39:37,80
4383,69,506,,2025-09-28 19:57:50,377
4387,2,137,2499,2025-09-28 20:23:24,20
4505,61,868,249,2025-09-28 20:10:14,341
4509,23,992,59,2025-09-28 22:47:17,77
4513,70,385,3720,2025-09-28 14:24:07,109
4586,24,342,3259,2025-09-28 12:58:48,114
4730,67,582,4502,2025-09-28 15:12:52,207
4769,83,274,2063,2025-09-28 16:35:25,278
4784,95,651,4635,2025-09-28 00:44:34,50
