id,city_id,driver_id,car_id,date,sum
1,87,660,4761,2025-09-06 22:33:34,47
112,45,107,117,2025-09-06 09:33:51,455
120,7,260,4324,2025-09-06 10:30:18,396
147,43,898,3135,2025-09-06 14:55:27,49
175,67,725,719,2025-09-06 06:48:55,196
193,47,417,377,2025-09-06 06:04:48,496
201,20,267,4060,2025-09-06 14:56:57,435
242,74,527,1840,2025-09-06 10:03:27,350
255,62,747,4952,2025-09-06 12:20:03,425
267,50,448,1949,2025-09-06 19:17:54,264
271,78,943,2911,2025-09-06 10:50:39,289
301,39,972,646,2025-09-06 12:33:26,374
325,65,757,4778,2025-09-06 20:20:59,313
326,75,258,349,2025-09-06 16:20:09,347
384,75,592,1752,2025-09-06 14:21:26,278
396,41,1080,1914,2025-09-06 08:12:38,245
479,37,519,4977,2025-09-06 09:28:34,403
550,70,601,1732,2025-09-06 16:26:42,479
599,49,543,4953,2025-09-06 20:27:19,358
608,17,190,,2025-09-06 13:04:10,230
673,52,745,5000,2025-09-06 20:31:43,105
690,40,220,1734,2025-09-06 04:17:29,201
693,50,534,3455,2025-09-06 09:39:55,259
695,83,1054,4047,2025-09-06 22:15:47,294
703,57,601,2435,2025-09-06 14:27:20,52
812,90,112,1158,2025-09-06 08:22:34,264
814,93,366,2349,2025-09-06 21:44:51,200
866,20,209,1949,2025-09-06 10:38:57,240
870,16,193,3951,2025-09-06 14:04:14,423
876,34,940,2095,2025-09-06 15:13:25,25
889,60,152,,2025-09-06 22:18:57,483
892,88,537,1692,2025-09-06 20:21:35,191
893,28,1031,2508,2025-09-06 17:09:57,150
909,75,339,938,2025-09-06 12:25:23,61
926,44,835,,2025-09-06 23:29:34,480
933,42,240,4317,2025-09-06 13:37:36,384
935,84,425,4874,2025-09-06 11:28:09,372
940,38,231,4730,2025-09-06 13:21:00,383
943,73,134,4180,2025-09-06 09:16:56,318
981,70,497,190,2025-09-06 08:28:04,199
982,49,479,1411,2025-09-06 19:34:37,238
997,97,560,1096,2025-09-06 11:25:41,495
1052,17,763,1638,2025-09-06 13:00:16,317
1110,76,414,3862,2025-09-06 17:52:16,43
1152,85,763,4840,2025-09-06 22:05:00,178
1181,64,991,1028,2025-09-06 17:57:32,48
1264,24,1086,1082,2025-09-06 17:50:35,386
1364,79,801,3109,2025-09-06 12:14:53,397
1383,18,551,2272,2025-09-06 19:10:48,127
1385,28,254,3067,2025-09-06 17:51:44,90
1395,34,1045,1973,2025-09-06 20:51:03,274
1404,66,371,4018,2025-09-06 08:57:46,380
1436,72,595,2609,2025-09-06 18:15:25,199
1445,91,154,1696,2025-09-06 16:36:06,209
1453,100,940,2936,2025-09-06 08:34:16,337
1458,30,730,623,2025-09-06 23:35:52,355
1460,1,1100,,2025-09-06 08:28:10,54
1506,88,895,1521,2025-09-06 15:35:52,244
1536,84,652,4500,2025-09-06 12:50:55,409
1541,19,990,2631,2025-09-06 23:04:08,337
1544,10,182,385,2025-09-06 20:44:41,185
1550,58,524,731,2025-09-06 11:51:11,104
1566,90,653,1692,2025-09-06 19:45:56,312
1582,51,356,3503,2025-09-06 15:50:41,376
1604,70,582,4576,2025-09-06 18:24:31,108
1618,42,116,3709,2025-09-06 16:14:53,416
1635,25,681,1043,2025-09-06 14:59:14,288
1642,49,852,,2025-09-06 20:59:02,462
1729,99,413,3477,2025-09-06 17:00:11,189
1755,69,191,,2025-09-06 10:59:22,111
1759,51,863,,2025-09-06 08:49:28,19
1799,27,168,2273,2025-09-06 09:15:22,484
1819,65,216,2163,2025-09-06 17:48:21,408
1826,92,916,4772,2025-09-06 09:02:39,377
1832,6,887,,2025-09-06 16:01:37,477
1848,27,151,1298,2025-09-06 13:03:30,85
1853,14,527,1840,2025-09-06 08:31:25,92
1885,4,953,4393,2025-09-06 17:32:32,109
1898,69,963,1689,2025-09-06 22:27:07,302
1899,78,499,4139,2025-09-06 14:28:38,314
1925,35,253,1450,2025-09-06 18:46:59,150
2028,61,693,3509,2025-09-06 14:48:05,303
2044,93,753,1936,2025-09-06 11:44:14,117
2047,15,154,2061,2025-09-06 20:15:06,247
2162,61,610,2396,2025-09-06 12:51:21,91
2188,79,1028,1882,2025-09-06 17:47:49,305
2210,91,516,3938,2025-09-06 09:38:13,414
2267,70,1099,4683,2025-09-06 14:47:38,283
2296,57,396,2602,2025-09-06 14:54:51,422
2304,35,525,2470,2025-09-06 10:05:34,294
2306,18,305,2220,2025-09-06 19:30:51,436
2314,37,528,3952,2025-09-06 22:33:09,261
2330,77,871,1033,2025-09-06 20:45:25,288
2426,72,975,148,2025-09-06 13:26:32,269
2449,86,448,734,2025-09-06 18:17:01,324
2530,13,945,3281,2025-09-06 10:52:22,367
2535,83,757,4778,2025-09-06 09:15:46,332
2636,48,729,2920,2025-09-06 19:27:22,232
2653,23,906,3786,2025-09-06 15:59:40,441
2659,24,317,3481,2025-09-06 14:12:49,50
2677,3,220,1734,2025-09-06 17:31:47,472
2695,56,122,276,2025-09-06 19:04:10,157
2706,62,233,1825,2025-09-06 11:17:05,112
2711,46,794,4632,2025-09-06 11:04:06,99
2724,65,208,4180,2025-09-06 15:22:51,332
2839,37,248,1987,2025-09-06 13:55:34,140
2841,53,795,2376,2025-09-06 07:52:18,40
2864,38,769,,2025-09-06 19:31:58,10
2926,32,302,3528,2025-09-06 20:41:15,178
2979,27,510,3425,2025-09-06 14:10:01,432
2985,26,391,1981,2025-09-06 12:56:45,122
2986,34,837,2873,2025-09-06 09:34:23,183
2987,71,352,2785,2025-09-06 22:07:38,110
2993,48,777,2267,2025-09-06 18:32:03,491
3067,39,196,2451,2025-09-06 11:09:36,63
3068,87,667,2418,2025-09-06 12:23:39,26
3075,53,501,834,2025-09-06 18:48:20,66
3080,86,587,3494,2025-09-06 22:20:12,319
3115,36,962,4279,2025-09-06 08:50:01,97
3192,71,845,1131,2025-09-06 20:01:52,141
3389,84,1026,2299,2025-09-06 19:20:52,214
3396,66,720,3632,2025-09-06 16:32:34,224
3413,97,499,3736,2025-09-06 17:31:44,186
3444,78,560,1096,2025-09-06 23:20:58,355
3468,55,1014,293,2025-09-06 16:20:10,284
3550,71,222,3500,2025-09-06 16:50:17,124
3574,12,608,2040,2025-09-06 10:58:43,245
3578,3,418,3733,2025-09-06 08:43:28,463
3606,15,604,1933,2025-09-06 15:01:39,66
3612,43,715,394,2025-09-06 08:54:59,357
3650,77,992,2733,2025-09-06 10:24:41,25
3660,23,616,2391,2025-09-06 20:24:48,15
3668,29,502,,2025-09-06 15:39:06,431
3677,31,389,4886,2025-09-06 20:30:54,287
3693,5,398,3652,2025-09-06 21:49:46,87
3744,33,751,353,2025-09-06 20:42:29,52
3753,89,903,4709,2025-09-06 14:49:46,366
3769,70,893,3708,2025-09-06 05:40:09,317
3780,71,710,3340,2025-09-06 13:52:18,287
3803,41,444,2960,2025-09-06 14:46:17,302
3809,41,630,138,2025-09-06 22:50:21,233
3821,100,467,744,2025-09-06 19:33:04,132
3855,25,357,953,2025-09-06 11:53:06,111
3963,1,197,429,2025-09-06 22:10:59,267
3967,9,271,2080,2025-09-06 18:52:37,180
4066,82,123,2596,2025-09-06 16:09:23,82
4224,9,552,1574,2025-09-06 12:25:54,142
4229,84,140,48,2025-09-06 11:59:57,360
4277,26,1022,248,2025-09-06 14:17:33,458
4278,59,116,3709,2025-09-06 09:57:34,71
4294,18,852,,2025-09-06 16:24:40,380
4299,42,550,4006,2025-09-06 21:01:08,270
4316,66,873,4232,2025-09-06 01:45:09,24
4341,63,934,3949,2025-09-06 22:21:26,385
4359,55,219,2674,2025-09-06 03:03:02,247
4382,69,304,1645,2025-09-06 13:21:13,439
4471,61,315,956,2025-09-06 08:54:40,11
4483,28,1079,2547,2025-09-06 10:03:08,494
4522,35,186,1040,2025-09-06 04:23:54,237
4531,94,189,687,2025-09-06 11:24:04,172
4539,91,394,1388,2025-09-06 14:51:44,152
4576,76,130,3006,2025-09-06 11:11:07,272
4583,59,506,,2025-09-06 15:47:00,245
4608,50,770,,2025-09-06 19:23:34,227
4693,23,986,636,2025-09-06 16:11:12,402
4706,60,772,348,2025-09-06 20:26:25,359
4713,79,356,2335,2025-09-06 20:16:25,301
4813,15,875,3091,2025-09-06 16:33:06,259
4815,61,608,2040,2025-09-06 10:26:54,101
4819,69,943,1504,2025-09-06 16:50:53,109
4825,20,432,1109,2025-09-06 19:24:27,108
4881,15,645,,2025-09-06 10:08:29,418
4915,12,1093,3290,2025-09-06 09:30:41,269
4937,21,530,73,2025-09-06 23:25:09,99
4940,15,906,1254,2025-09-06 13:36:01,25
4948,93,638,3550,2025-09-06 12:21:58,90
5003,13,797,4995,2025-09-06 00:59:17,335
5034,55,700,1359,2025-09-06 00:38:03,458
5073,99,913,2566,2025-09-06 10:53:53,117
5083,64,755,125,2025-09-06 10:46:53,397
5087,21,1083,3651,2025-09-06 18:42:30,175
5091,72,652,4500,2025-09-06 19:17:19,213
5109,25,523,2061,2025-09-06 16:57:28,444
5155,64,193,2924,2025-09-06 14:26:02,143
5161,48,198,4339,2025-09-06 14:51:03,10
5165,9,1079,3901,2025-09-06 08:24:47,106
5169,48,688,2885,2025-09-06 19:55:59,466
5211,59,1073,4290,2025-09-06 22:36:57,466
5233,15,219,242,2025-09-06 13:32:47,471
5234,63,169,3779,2025-09-06 18:20:42,284
5252,33,1044,1030,2025-09-06 18:48:40,189
5263,80,838,,2025-09-06 19:00:51,380
5278,82,849,3357,2025-09-06 12:28:52,208
5279,33,1004,3028,2025-09-06 14:49:45,198
5300,71,1012,1714,2025-09-06 16:59:07,347
5344,76,528,3952,2025-09-06 20:25:06,196
5386,8,554,630,2025-09-06 10:15:56,269
5387,1,182,3584,2025-09-06 19:23:29,111
5392,97,334,747,2025-09-06 16:07:58,212
5502,27,560,1096,2025-09-06 17:36:40,69
5542,78,872,2006,2025-09-06 09:41:45,481
5580,61,658,2179,2025-09-06 18:43:30,201
5602,71,781,106,2025-09-06 14:15:52,388
5619,16,313,489,2025-09-06 09:22:06,433
5650,67,603,1474,2025-09-06 23:49:08,471
5674,12,685,1734,2025-09-06 09:23:49,350
5688,28,202,3798,2025-09-06 11:43:35,208
5798,34,591,4474,2025-09-06 16:01:02,96
5821,42,976,3003,2025-09-06 12:05:13,402
5824,51,239,4555,2025-09-06 18:44:27,34
5918,22,445,4363,2025-09-06 18:30:29,316
5924,1,583,4018,2025-09-06 15:49:42,26
5928,12,142,4731,2025-09-06 23:16:59,467
5960,33,499,4139,2025-09-06 10:52:50,426
6014,27,847,4310,2025-09-06 14:12:12,195
6026,12,462,487,2025-09-06 20:00:25,208
6030,19,451,,2025-09-06 14:36:52,277
6062,37,436,2202,2025-09-06 08:19:24,374
6087,91,230,4867,2025-09-06 17:20:37,387
6144,68,1044,1030,2025-09-06 19:58:06,331
6201,90,933,3475,2025-09-06 19:09:24,146
6233,42,572,4059,2025-09-06 20:36:49,358
6248,38,368,3788,2025-09-06 12:00:22,53
6265,40,942,76,2025-09-06 21:10:04,411
6309,65,632,3415,2025-09-06 17:07:02,435
6353,53,300,2279,2025-09-06 21:55:56,427
6397,75,927,360,2025-09-06 16:30:03,216
6412,25,1077,465,2025-09-06 14:54:21,465
6413,25,211,2019,2025-09-06 16:44:46,439
6421,83,553,149,2025-09-06 23:46:36,393
6448,4,953,293,2025-09-06 13:10:27,254
6495,7,844,2769,2025-09-06 21:54:59,452
6507,69,948,1929,2025-09-06 15:25:25,62
6527,85,961,178,2025-09-06 04:37:32,102
6535,99,1060,2250,2025-09-06 11:44:27,47
6578,87,228,2618,2025-09-06 16:41:45,153
6584,79,402,2488,2025-09-06 10:22:02,336
6594,44,499,3736,2025-09-06 14:18:28,304
6639,39,984,,2025-09-06 18:43:15,80
6645,79,395,3555,2025-09-06 21:35:10,267
6695,83,581,330,2025-09-06 09:32:30,42
6699,75,1090,4290,2025-09-06 11:26:02,499
6700,4,434,1626,2025-09-06 14:27:36,98
6707,31,1019,3035,2025-09-06 08:06:00,176
6751,83,692,4754,2025-09-06 18:31:40,408
6769,17,1036,2696,2025-09-06 15:33:19,31
6833,12,601,1732,2025-09-06 17:33:00,226
6897,70,965,4479,2025-09-06 16:28:19,64
6913,69,242,2960,2025-09-06 18:23:30,398
6971,1,450,1159,2025-09-06 08:37:12,137
6975,3,1032,2493,2025-09-06 16:40:19,194
6993,42,738,1645,2025-09-06 15:07:55,480
7026,56,369,,2025-09-06 18:39:41,17
7042,87,536,861,2025-09-06 13:53:37,448
7043,24,222,3500,2025-09-06 16:06:50,87
7049,14,181,326,2025-09-06 11:08:05,153
7061,34,974,4689,2025-09-06 09:00:18,336
7063,15,1042,3313,2025-09-06 16:14:00,37
7088,87,861,753,2025-09-06 17:27:17,260
7107,55,454,1813,2025-09-06 12:02:06,152
7138,73,316,619,2025-09-06 18:00:17,274
7142,15,116,2191,2025-09-06 06:36:40,127
7192,76,540,3331,2025-09-06 08:57:44,195
7209,50,717,1798,2025-09-06 12:20:56,411
7214,35,282,2964,2025-09-06 21:15:14,82
7230,7,571,2148,2025-09-06 23:42:38,118
7237,67,288,2163,2025-09-06 16:07:49,362
7306,88,820,879,2025-09-06 20:02:19,96
7312,86,239,4555,2025-09-06 18:11:41,234
7384,24,190,,2025-09-06 16:42:52,313
7391,46,634,3948,2025-09-06 17:31:49,49
7397,71,107,117,2025-09-06 13:24:57,106
7398,56,818,4286,2025-09-06 02:59:31,60
7417,62,1021,2498,2025-09-06 06:03:33,421
7422,1,156,4301,2025-09-06 13:48:42,292
7455,6,982,1369,2025-09-06 20:42:59,308
7553,25,759,1653,2025-09-06 10:35:46,455
7587,31,252,289,2025-09-06 15:05:58,87
7601,65,927,2695,2025-09-06 20:50:44,434
7643,10,919,3304,2025-09-06 11:35:29,489
7652,46,925,4584,2025-09-06 17:39:09,40
7655,56,1100,,2025-09-06 09:50:18,351
7664,28,176,3575,2025-09-06 18:32:11,228
7681,19,147,1862,2025-09-06 09:00:39,71
7705,93,109,4402,2025-09-06 14:35:05,198
7706,45,213,3153,2025-09-06 15:59:45,280
7726,90,675,2615,2025-09-06 13:08:59,84
7736,8,808,3147,2025-09-06 13:55:50,68
7813,92,267,4060,2025-09-06 19:51:30,348
7874,85,315,856,2025-09-06 10:52:36,495
7876,30,375,2493,2025-09-06 09:01:03,241
7893,98,1077,465,2025-09-06 04:10:34,31
7942,89,864,,2025-09-06 00:21:19,371
7944,26,866,3746,2025-09-06 19:37:29,286
7951,71,806,4984,2025-09-06 16:24:56,483
8072,55,887,,2025-09-06 23:34:21,104
8129,9,421,3206,2025-09-06 20:44:39,72
8151,91,449,2173,2025-09-06 19:59:09,58
8165,76,153,,2025-09-06 19:50:51,83
8179,14,185,2435,2025-09-06 09:30:46,381
8289,84,968,4539,2025-09-06 11:58:45,451
8307,53,310,1584,2025-09-06 18:39:06,100
8341,15,684,4393,2025-09-06 16:17:22,290
8348,19,451,,2025-09-06 09:10:11,119
8355,27,791,541,2025-09-06 17:15:50,225
8453,38,190,,2025-09-06 03:52:58,327
8462,60,717,1798,2025-09-06 19:13:25,122
8478,40,771,3697,2025-09-06 19:34:17,467
8490,59,785,,2025-09-06 19:01:52,211
8500,11,779,4439,2025-09-06 22:10:29,306
8524,65,926,356,2025-09-06 04:37:55,380
8530,24,194,694,2025-09-06 10:02:44,427
8582,5,116,3709,2025-09-06 20:48:03,343
8634,77,573,2320,2025-09-06 16:20:44,126
8652,50,152,,2025-09-06 08:02:10,298
8684,45,361,1695,2025-09-06 15:15:52,233
8691,8,824,68,2025-09-06 17:56:23,99
8756,75,331,998,2025-09-06 05:32:55,470
8771,51,1042,678,2025-09-06 09:55:35,313
8784,48,385,4537,2025-09-06 18:47:43,43
8785,2,494,3579,2025-09-06 16:24:42,314
8800,74,708,4105,2025-09-06 08:43:24,347
8819,15,705,4883,2025-09-06 12:07:12,386
8824,31,876,3777,2025-09-06 15:09:00,311
8842,75,502,,2025-09-06 08:15:50,294
8843,21,277,3661,2025-09-06 13:18:48,455
8851,22,912,4684,2025-09-06 16:29:37,135
8855,54,504,2315,2025-09-06 00:55:43,435
8866,23,238,1204,2025-09-06 21:23:18,162
8891,26,571,2148,2025-09-06 09:11:23,247
8959,24,853,2884,2025-09-06 16:08:19,225
8969,88,933,773,2025-09-06 10:36:26,366
8981,51,311,2662,2025-09-06 14:57:55,439
9005,49,714,427,2025-09-06 12:38:39,42
9032,9,566,2657,2025-09-06 11:03:19,215
9033,20,642,1065,2025-09-06 10:45:07,317
9034,54,664,459,2025-09-06 09:48:52,343
9054,81,767,728,2025-09-06 22:13:40,338
9089,86,1027,111,2025-09-06 19:46:40,79
9104,58,726,502,2025-09-06 15:46:43,200
9197,51,888,,2025-09-06 19:05:18,402
9269,84,945,2244,2025-09-06 13:07:43,210
9339,76,769,,2025-09-06 16:33:58,142
9384,56,951,2458,2025-09-06 02:47:28,17
9450,46,203,1456,2025-09-06 18:19:33,140
9514,74,531,342,2025-09-06 09:39:39,135
9641,33,499,3750,2025-09-06 10:58:51,382
9648,21,1020,3206,2025-09-06 20:15:39,49
9683,4,732,3417,2025-09-06 17:22:22,118
9764,30,758,1077,2025-09-06 16:21:21,196
9770,28,412,,2025-09-06 20:31:36,266
9788,50,1084,240,2025-09-06 11:37:31,199
9794,90,480,1066,2025-09-06 08:27:21,157
9826,61,808,516,2025-09-06 15:27:42,406
9854,50,211,2923,2025-09-06 10:41:34,189
9919,22,431,1526,2025-09-06 21:47:37,397
9934,19,973,3950,2025-09-06 20:30:53,239
