id,city_id,driver_id,car_id,date,sum
69,95,532,2528,2025-09-17 12:29:33,68
71,100,471,285,2025-09-17 09:02:30,313
72,14,563,4761,2025-09-17 17:44:59,123
82,49,712,3462,2025-09-17 21:54:24,160
134,91,336,,2025-09-17 14:58:24,296
170,78,588,2119,2025-09-17 20:11:53,87
198,95,1005,2620,2025-09-17 20:16:37,29
212,49,615,4194,2025-09-17 23:44:14,224
217,92,967,3671,2025-09-17 11:05:15,445
243,86,188,3862,2025-09-17 14:09:20,194
244,9,1077,2760,2025-09-17 17:38:59,288
245,65,906,3175,2025-09-17 17:46:08,293
310,93,591,4340,2025-09-17 18:24:29,220
372,78,1015,3033,2025-09-17 22:20:24,81
395,85,590,4401,2025-09-17 18:34:43,202
435,18,972,646,2025-09-17 17:43:53,249
465,71,1025,223,2025-09-17 10:15:57,113
467,42,975,4004,2025-09-17 18:20:51,236
471,59,236,3824,2025-09-17 18:33:49,222
501,8,244,2146,2025-09-17 10:49:31,158
556,2,324,2288,2025-09-17 14:28:56,243
561,2,118,1360,2025-09-17 17:22:22,379
670,95,350,840,2025-09-17 12:29:13,99
691,89,245,4227,2025-09-17 12:33:30,208
761,76,332,4968,2025-09-17 15:12:59,358
784,67,722,544,2025-09-17 16:14:16,106
813,45,636,290,2025-09-17 12:41:02,410
818,55,379,904,2025-09-17 23:52:42,42
825,30,859,2667,2025-09-17 12:24:30,11
857,75,198,4339,2025-09-17 05:03:11,78
990,50,939,708,2025-09-17 10:57:05,224
994,92,136,96,2025-09-17 21:48:16,302
1118,3,704,3770,2025-09-17 18:00:07,96
1129,13,779,3972,2025-09-17 19:23:55,148
1291,66,923,711,2025-09-17 20:33:47,238
1328,83,972,646,2025-09-17 11:26:34,82
1354,3,970,2301,2025-09-17 15:43:04,333
1382,78,107,4494,2025-09-17 09:58:16,461
1393,18,745,5000,2025-09-17 15:36:49,30
1408,3,308,3693,2025-09-17 08:12:50,450
1418,6,815,3493,2025-09-17 15:48:58,229
1457,77,623,2762,2025-09-17 19:47:30,367
1470,23,517,139,2025-09-17 09:45:13,64
1471,72,175,2832,2025-09-17 10:14:57,160
1507,16,816,2450,2025-09-17 09:24:22,245
1556,99,507,3267,2025-09-17 19:51:57,401
1561,17,235,4445,2025-09-17 23:36:45,439
1646,50,295,919,2025-09-17 16:41:37,359
1665,28,1084,2902,2025-09-17 10:05:04,59
1674,71,512,3025,2025-09-17 21:01:34,182
1710,20,435,555,2025-09-17 17:16:35,367
1713,77,690,2141,2025-09-17 18:32:33,56
1718,11,509,3823,2025-09-17 10:22:46,232
1767,94,492,,2025-09-17 18:21:07,357
1791,62,238,4839,2025-09-17 18:33:12,443
1806,77,650,4567,2025-09-17 13:24:52,338
1811,72,497,4328,2025-09-17 06:19:02,401
1830,94,911,527,2025-09-17 14:45:19,323
1863,36,438,3467,2025-09-17 14:46:41,221
1866,94,745,2666,2025-09-17 20:26:35,54
1869,41,366,2349,2025-09-17 08:30:41,304
1905,39,322,1366,2025-09-17 13:30:15,164
1908,12,555,2843,2025-09-17 14:08:19,22
1909,62,1027,3703,2025-09-17 10:14:25,88
1911,94,995,1705,2025-09-17 19:09:09,168
1913,13,942,76,2025-09-17 23:21:07,356
1919,6,206,1528,2025-09-17 22:42:51,402
1955,74,231,4730,2025-09-17 08:24:42,62
2022,61,565,3254,2025-09-17 14:44:16,473
2066,53,201,6,2025-09-17 08:36:19,63
2158,98,653,2641,2025-09-17 07:04:33,122
2190,53,978,1538,2025-09-17 18:38:49,260
2199,5,536,861,2025-09-17 14:50:57,211
2248,30,955,3973,2025-09-17 12:42:08,340
2272,70,1100,,2025-09-17 05:43:26,179
2283,25,698,407,2025-09-17 09:58:01,123
2288,78,720,4673,2025-09-17 20:34:38,493
2327,38,399,4271,2025-09-17 19:47:33,337
2373,28,1043,2627,2025-09-17 20:50:08,445
2402,52,597,1842,2025-09-17 02:21:28,152
2411,85,870,1913,2025-09-17 16:49:41,402
2466,81,821,4944,2025-09-17 10:59:44,451
2497,100,1054,4047,2025-09-17 14:07:14,138
2557,2,836,,2025-09-17 11:55:57,232
2582,34,274,1098,2025-09-17 14:10:36,262
2603,22,868,2683,2025-09-17 20:12:50,431
2641,81,763,1638,2025-09-17 16:01:23,52
2651,11,888,,2025-09-17 14:59:45,18
2687,52,598,3301,2025-09-17 12:51:36,312
2697,57,338,3424,2025-09-17 15:23:50,122
2718,89,995,1705,2025-09-17 12:30:34,319
2737,97,872,2685,2025-09-17 17:44:21,225
2749,85,997,655,2025-09-17 11:38:47,161
2780,92,487,,2025-09-17 11:11:17,387
2793,21,248,1987,2025-09-17 19:57:31,75
2801,38,142,463,2025-09-17 09:36:32,88
2874,27,726,1071,2025-09-17 10:44:53,500
2909,30,1003,2852,2025-09-17 14:36:21,383
2950,4,565,3254,2025-09-17 08:33:02,178
2965,8,344,2830,2025-09-17 14:41:35,429
3008,9,272,2507,2025-09-17 08:27:44,208
3023,6,577,4977,2025-09-17 16:01:19,328
3072,38,776,1511,2025-09-17 17:59:46,45
3135,6,526,2142,2025-09-17 17:41:27,65
3167,98,141,2746,2025-09-17 15:04:25,415
3179,27,342,3259,2025-09-17 11:27:10,50
3231,90,528,3952,2025-09-17 11:53:33,223
3249,49,718,1008,2025-09-17 09:14:51,399
3341,7,221,3504,2025-09-17 12:02:35,342
3363,63,166,2747,2025-09-17 00:10:54,438
3373,11,228,2618,2025-09-17 23:29:10,162
3409,63,198,1981,2025-09-17 07:42:10,188
3436,62,610,2396,2025-09-17 08:08:50,360
3463,26,187,3091,2025-09-17 23:35:44,273
3484,20,453,55,2025-09-17 13:59:53,16
3502,49,518,4609,2025-09-17 19:25:03,166
3535,62,530,73,2025-09-17 16:52:33,486
3542,57,869,4098,2025-09-17 15:54:59,206
3547,66,567,3934,2025-09-17 08:16:48,372
3633,92,532,518,2025-09-17 00:18:07,305
3690,65,204,,2025-09-17 14:07:51,423
3777,70,537,2240,2025-09-17 14:14:02,401
3845,69,124,263,2025-09-17 16:32:06,272
