id,city_id,driver_id,car_id,date,sum
20,94,235,4445,2025-09-03 16:09:34,475
28,15,580,2462,2025-09-03 08:00:23,82
31,72,475,913,2025-09-03 18:19:07,414
39,29,764,1758,2025-09-03 16:15:57,335
92,61,169,3779,2025-09-03 09:09:58,435
119,73,711,2198,2025-09-03 11:39:25,462
145,52,637,4513,2025-09-03 12:06:47,212
154,98,772,348,2025-09-03 13:21:43,100
160,20,551,2272,2025-09-03 15:57:54,250
172,44,832,1575,2025-09-03 21:27:19,268
179,83,443,440,2025-09-03 18:56:19,178
183,20,442,,2025-09-03 17:21:10,308
187,91,1061,2671,2025-09-03 11:15:13,168
218,16,392,438,2025-09-03 08:38:35,400
237,80,569,2398,2025-09-03 14:56:11,66
270,94,535,4149,2025-09-03 18:07:53,230
283,5,230,3874,2025-09-03 21:48:40,130
352,64,124,263,2025-09-03 14:58:06,493
362,71,396,1334,2025-09-03 12:25:59,207
463,91,471,1201,2025-09-03 08:09:50,479
469,75,601,1732,2025-09-03 16:31:10,470
483,49,485,2274,2025-09-03 19:58:36,359
573,98,133,1443,2025-09-03 15:18:56,217
587,51,1052,661,2025-09-03 23:09:01,163
602,32,831,865,2025-09-03 21:11:08,52
611,46,668,824,2025-09-03 21:36:21,315
614,50,898,4928,2025-09-03 17:32:28,381
661,54,1043,2627,2025-09-03 23:33:54,69
666,58,427,3303,2025-09-03 19:42:21,163
688,79,705,3338,2025-09-03 14:02:31,354
735,49,563,678,2025-09-03 08:46:54,334
760,28,589,1623,2025-09-03 03:46:08,77
770,87,247,4316,2025-09-03 14:07:41,281
779,36,761,3570,2025-09-03 15:09:39,137
801,20,385,1569,2025-09-03 08:05:58,168
838,40,436,2202,2025-09-03 09:42:07,293
853,92,387,1211,2025-09-03 20:45:18,32
873,42,252,1994,2025-09-03 16:17:29,374
922,63,139,2044,2025-09-03 18:14:28,38
930,47,1084,240,2025-09-03 10:06:38,201
959,21,563,4761,2025-09-03 14:54:02,419
963,21,850,,2025-09-03 19:11:46,290
974,1,538,2308,2025-09-03 21:07:34,160
980,85,372,1941,2025-09-03 08:44:00,338
993,61,407,4444,2025-09-03 16:40:58,212
1062,14,594,2716,2025-09-03 14:17:50,182
1140,2,788,,2025-09-03 10:06:21,474
1142,64,253,2774,2025-09-03 21:55:49,409
1187,74,559,,2025-09-03 08:34:58,448
1276,24,634,3948,2025-09-03 08:02:17,412
1278,69,514,1151,2025-09-03 16:32:48,188
1303,5,190,,2025-09-03 09:41:06,37
1314,39,722,544,2025-09-03 16:50:40,154
1325,71,1070,1012,2025-09-03 17:56:59,166
1350,83,722,2036,2025-09-03 03:51:34,440
1369,63,338,3424,2025-09-03 18:13:44,145
1406,77,705,3338,2025-09-03 11:44:12,127
1448,56,191,,2025-09-03 17:45:12,144
1449,29,480,1066,2025-09-03 08:20:28,321
1539,58,1011,2425,2025-09-03 11:27:09,205
1601,5,439,4503,2025-09-03 13:26:54,441
1638,71,265,4149,2025-09-03 12:25:41,281
1650,67,775,718,2025-09-03 19:01:48,32
1696,28,852,,2025-09-03 15:16:45,380
1778,21,426,925,2025-09-03 17:47:01,295
1818,83,563,678,2025-09-03 01:17:27,379
1827,94,227,1425,2025-09-03 17:14:30,68
1852,43,1043,2998,2025-09-03 08:34:47,35
1966,85,786,52,2025-09-03 15:46:08,388
1974,85,163,1097,2025-09-03 23:28:33,121
1998,18,112,1158,2025-09-03 15:57:55,341
2040,5,452,4183,2025-09-03 18:45:39,84
2065,2,952,255,2025-09-03 11:31:22,16
2077,85,1059,1512,2025-09-03 02:21:00,337
2081,21,900,1640,2025-09-03 22:25:02,151
2124,30,1048,628,2025-09-03 23:30:40,28
2133,79,326,3726,2025-09-03 19:49:22,421
2139,23,444,2960,2025-09-03 19:53:20,71
2154,79,1074,,2025-09-03 15:41:03,331
2205,31,764,2381,2025-09-03 20:34:32,18
2231,36,156,4301,2025-09-03 15:31:08,200
2240,23,396,1334,2025-09-03 19:48:08,65
2247,38,294,2812,2025-09-03 14:25:47,21
2286,87,788,,2025-09-03 15:18:22,272
2299,76,713,883,2025-09-03 15:52:26,83
2301,68,444,2960,2025-09-03 17:20:46,487
2368,65,684,2698,2025-09-03 20:53:33,60
2382,93,142,4198,2025-09-03 16:25:28,177
2498,64,1006,,2025-09-03 12:57:02,131
2521,33,409,2330,2025-09-03 17:38:38,489
2526,36,988,2372,2025-09-03 19:30:38,431
2531,34,619,3849,2025-09-03 19:40:24,190
2546,37,304,3151,2025-09-03 19:45:19,222
2569,83,570,1020,2025-09-03 23:41:41,15
2607,54,1043,2627,2025-09-03 13:15:01,136
2637,81,537,1692,2025-09-03 14:53:30,30
2654,51,147,2724,2025-09-03 21:07:46,223
2691,41,667,3874,2025-09-03 13:38:59,147
2705,89,868,2683,2025-09-03 10:41:28,351
2743,67,1067,3767,2025-09-03 17:18:25,53
2816,94,434,1626,2025-09-03 18:28:33,419
2821,36,762,,2025-09-03 22:29:27,453
2825,83,673,1525,2025-09-03 17:28:40,108
2832,75,555,387,2025-09-03 13:03:33,423
2885,51,652,4500,2025-09-03 15:17:39,413
2886,84,767,106,2025-09-03 11:56:31,285
2906,73,280,2482,2025-09-03 17:47:42,311
2907,17,864,,2025-09-03 15:39:24,75
2925,55,1081,2163,2025-09-03 11:24:12,479
2941,81,543,4953,2025-09-03 02:49:27,62
2968,26,905,178,2025-09-03 09:56:33,184
3020,33,664,459,2025-09-03 20:24:29,78
3028,34,761,1403,2025-09-03 12:30:29,193
3070,24,304,1745,2025-09-03 14:32:44,476
3084,19,557,,2025-09-03 17:17:27,432
3088,6,855,1956,2025-09-03 16:31:37,157
3112,63,573,2320,2025-09-03 09:46:49,52
3118,51,273,3059,2025-09-03 15:41:31,353
3190,55,975,4112,2025-09-03 20:50:24,398
3230,1,200,2012,2025-09-03 17:03:06,406
3269,79,914,4682,2025-09-03 15:06:40,188
3276,64,916,4772,2025-09-03 19:55:42,164
3351,16,220,1734,2025-09-03 06:30:41,72
3371,84,266,3192,2025-09-03 14:07:10,297
3392,69,309,4017,2025-09-03 10:27:26,332
3430,82,182,385,2025-09-03 16:44:01,383
3431,31,1068,4048,2025-09-03 21:00:33,94
3432,74,159,2526,2025-09-03 20:20:42,390
3541,66,1095,2867,2025-09-03 14:04:54,94
3557,48,433,147,2025-09-03 12:34:36,494
3580,78,293,,2025-09-03 08:04:43,83
3588,32,889,3428,2025-09-03 08:15:17,147
3618,92,918,2308,2025-09-03 23:33:27,413
3622,62,935,4024,2025-09-03 21:25:24,67
3632,30,494,2648,2025-09-03 16:41:18,307
3635,29,820,879,2025-09-03 17:41:38,130
3665,21,379,292,2025-09-03 15:22:18,277
3694,88,575,2417,2025-09-03 15:38:21,463
3711,47,462,3905,2025-09-03 05:55:46,46
3720,41,483,4911,2025-09-03 13:08:12,359
3728,60,786,52,2025-09-03 10:23:20,188
3730,60,212,624,2025-09-03 16:47:00,102
3733,52,437,3724,2025-09-03 23:37:04,172
3818,70,1043,2627,2025-09-03 18:48:58,302
3826,7,382,2510,2025-09-03 23:05:36,488
3831,24,196,2451,2025-09-03 04:27:47,263
3834,3,524,1943,2025-09-03 09:29:46,259
3851,26,1077,2760,2025-09-03 03:47:25,188
3865,81,940,2936,2025-09-03 10:02:16,240
3872,46,352,2785,2025-09-03 08:39:36,120
3920,62,332,3140,2025-09-03 10:35:22,145
3924,27,812,1599,2025-09-03 11:57:06,48
3991,27,863,,2025-09-03 08:26:57,109
4015,20,1077,465,2025-09-03 03:58:57,375
4027,39,413,3477,2025-09-03 16:03:05,162
4124,18,921,1680,2025-09-03 20:10:30,234
4126,10,683,1689,2025-09-03 16:17:11,75
4144,31,606,,2025-09-03 09:00:14,422
4173,85,179,496,2025-09-03 07:28:34,138
4222,75,1062,1548,2025-09-03 18:52:32,151
4239,88,526,1780,2025-09-03 21:24:22,338
4253,11,1079,3901,2025-09-03 15:33:11,500
4265,53,471,285,2025-09-03 17:55:07,190
4266,72,618,4616,2025-09-03 15:36:09,478
4274,41,221,322,2025-09-03 08:52:28,219
4328,46,923,1957,2025-09-03 09:21:01,391
4329,29,845,3864,2025-09-03 17:02:32,177
4332,87,896,3976,2025-09-03 13:47:30,371
4343,82,997,3831,2025-09-03 15:25:20,496
4380,99,667,1945,2025-09-03 13:31:26,345
4396,11,179,741,2025-09-03 19:24:36,268
4417,81,1100,,2025-09-03 11:26:46,58
4432,95,851,3033,2025-09-03 16:22:11,481
4463,85,308,3693,2025-09-03 09:49:32,313
4472,30,322,2608,2025-09-03 16:52:28,485
4530,15,1041,1098,2025-09-03 15:02:17,103
4581,7,1094,1530,2025-09-03 11:52:45,168
4607,39,546,549,2025-09-03 17:30:12,183
4647,59,142,4198,2025-09-03 11:16:28,177
4680,74,1091,4737,2025-09-03 14:04:14,333
4721,17,401,1887,2025-09-03 19:13:11,467
4782,43,620,1143,2025-09-03 16:10:35,148
4846,36,210,1300,2025-09-03 08:39:21,134
4859,26,676,2201,2025-09-03 17:41:08,234
4879,9,853,2884,2025-09-03 10:09:09,299
5037,67,206,3341,2025-09-03 09:08:49,384
5092,80,813,280,2025-09-03 14:02:28,111
5143,16,894,4606,2025-09-03 08:54:25,324
5157,83,749,317,2025-09-03 23:47:05,183
5201,6,293,,2025-09-03 08:48:03,167
5232,89,329,753,2025-09-03 08:30:50,336
5240,26,1074,,2025-09-03 16:55:17,294
5244,50,289,3455,2025-09-03 23:07:25,400
5245,89,926,1115,2025-09-03 09:14:57,133
5255,38,618,4616,2025-09-03 17:55:46,125
5269,73,659,2646,2025-09-03 20:18:00,20
5368,23,483,2735,2025-09-03 17:43:35,88
5370,12,985,4874,2025-09-03 20:16:48,14
5377,96,1049,197,2025-09-03 09:38:20,105
5378,12,836,,2025-09-03 20:28:51,11
5399,9,164,2879,2025-09-03 23:55:01,262
5455,80,430,1193,2025-09-03 13:00:38,280
5457,94,373,2935,2025-09-03 10:19:05,240
5565,20,321,2235,2025-09-03 10:29:50,213
5569,6,773,3350,2025-09-03 19:07:55,404
5598,89,506,,2025-09-03 20:35:17,431
5614,19,1038,2064,2025-09-03 10:45:39,365
5620,100,797,1879,2025-09-03 19:20:33,44
5645,65,556,1290,2025-09-03 13:29:20,267
5775,13,968,4539,2025-09-03 18:22:14,219
5784,19,821,2560,2025-09-03 17:06:13,317
5805,7,357,1658,2025-09-03 09:33:38,278
5809,22,634,3558,2025-09-03 08:03:47,128
5874,73,619,2837,2025-09-03 18:07:52,88
5908,43,407,4444,2025-09-03 10:22:16,134
5920,11,204,,2025-09-03 12:40:39,52
5997,7,1082,3364,2025-09-03 08:47:27,420
6017,82,171,3369,2025-09-03 10:45:01,89
6025,36,905,178,2025-09-03 18:27:22,192
6029,99,189,3212,2025-09-03 10:40:39,93
6038,96,815,1214,2025-09-03 14:47:32,391
6068,75,920,1751,2025-09-03 08:19:22,128
6139,52,121,1969,2025-09-03 16:57:02,300
6178,43,203,1456,2025-09-03 14:08:34,267
6198,54,212,624,2025-09-03 10:21:23,401
6199,21,317,4350,2025-09-03 13:40:57,88
6240,75,184,3315,2025-09-03 09:21:29,362
6324,31,708,1759,2025-09-03 13:21:02,333
6328,5,841,1415,2025-09-03 13:54:54,499
6347,40,719,1181,2025-09-03 10:53:26,423
6357,44,529,4721,2025-09-03 14:11:30,57
6373,88,567,3254,2025-09-03 18:35:47,174
6394,75,825,3425,2025-09-03 11:04:14,421
6456,4,150,,2025-09-03 15:03:36,202
6505,21,755,3081,2025-09-03 17:16:50,459
6529,87,264,4459,2025-09-03 01:21:44,211
6552,9,763,1638,2025-09-03 11:25:09,155
6647,16,1091,4737,2025-09-03 16:14:25,425
6678,2,1007,,2025-09-03 08:27:35,276
6683,67,824,68,2025-09-03 00:30:26,350
6758,54,582,2316,2025-09-03 10:37:24,117
6767,96,790,3057,2025-09-03 19:18:21,69
6801,34,1065,1821,2025-09-03 19:52:04,464
6808,93,839,1152,2025-09-03 20:30:05,230
6839,8,575,2417,2025-09-03 19:57:01,110
6873,86,825,3188,2025-09-03 13:18:43,172
6990,13,379,292,2025-09-03 18:32:53,236
7009,10,586,2535,2025-09-03 08:09:06,226
7050,91,203,1456,2025-09-03 22:16:34,200
7091,22,940,4757,2025-09-03 11:31:20,469
7104,14,628,434,2025-09-03 11:15:46,376
7150,2,661,2807,2025-09-03 10:36:25,428
7155,32,757,4778,2025-09-03 14:07:10,311
7173,39,989,2071,2025-09-03 20:57:01,372
7193,59,965,1102,2025-09-03 10:04:32,301
7196,3,1066,1249,2025-09-03 08:05:51,77
7207,38,824,1406,2025-09-03 01:21:18,353
7216,66,702,334,2025-09-03 23:29:08,240
7227,94,151,2100,2025-09-03 10:58:21,333
7235,1,160,1325,2025-09-03 17:10:57,258
7274,88,288,2163,2025-09-03 08:00:32,249
7310,35,816,3892,2025-09-03 20:20:52,359
7350,71,161,2865,2025-09-03 12:34:24,289
7400,85,276,,2025-09-03 13:11:41,190
7442,17,616,2525,2025-09-03 18:42:33,223
7453,88,861,1574,2025-09-03 05:38:36,250
7461,20,682,4074,2025-09-03 18:25:34,420
7501,89,347,4674,2025-09-03 10:20:35,50
7517,36,230,3874,2025-09-03 18:21:39,100
7576,81,811,893,2025-09-03 12:09:39,263
7597,61,507,2443,2025-09-03 23:20:20,474
7644,81,776,1511,2025-09-03 23:34:28,198
7658,94,778,4595,2025-09-03 14:12:17,86
7676,15,718,1008,2025-09-03 10:11:33,332
7692,40,1007,,2025-09-03 18:18:09,224
7700,60,552,1574,2025-09-03 10:08:44,66
7761,29,187,100,2025-09-03 23:56:16,124
7810,38,570,1020,2025-09-03 18:52:44,494
7812,99,117,2315,2025-09-03 14:38:16,242
7836,74,888,,2025-09-03 17:31:42,416
7894,56,487,,2025-09-03 19:55:55,181
7904,23,901,60,2025-09-03 08:05:18,200
7926,19,284,2281,2025-09-03 15:23:24,108
7975,94,977,3827,2025-09-03 23:31:15,280
8089,24,1070,1012,2025-09-03 19:14:46,486
8103,11,560,1096,2025-09-03 13:03:11,38
8140,76,1055,4404,2025-09-03 09:39:12,168
8169,81,959,2654,2025-09-03 10:48:17,429
8172,58,1021,2498,2025-09-03 16:35:34,246
8225,86,353,1622,2025-09-03 10:11:41,343
8275,67,1023,,2025-09-03 17:47:56,269
8290,30,1016,967,2025-09-03 12:38:27,322
8323,93,239,4555,2025-09-03 22:22:19,302
8358,61,519,3989,2025-09-03 19:50:21,343
8377,85,671,4272,2025-09-03 20:18:39,299
8392,2,273,3059,2025-09-03 09:09:13,95
8423,67,1004,3028,2025-09-03 09:00:01,172
8430,86,113,3324,2025-09-03 15:43:42,195
8457,54,1061,1988,2025-09-03 09:08:45,331
8464,4,156,4301,2025-09-03 15:45:44,75
8495,17,383,3251,2025-09-03 14:16:02,499
8516,83,939,4727,2025-09-03 08:22:50,402
8519,70,664,1470,2025-09-03 17:51:06,281
8532,96,386,3053,2025-09-03 17:08:40,420
8607,38,616,2391,2025-09-03 08:52:16,122
8612,48,1034,218,2025-09-03 13:36:50,203
8618,40,664,459,2025-09-03 15:23:17,57
8693,14,880,1142,2025-09-03 17:30:14,437
8731,70,982,1751,2025-09-03 23:07:36,91
8751,24,891,154,2025-09-03 22:39:30,472
