id,city_id,driver_id,car_id,date,sum
7,46,689,2813,2025-09-10 19:25:15,368
18,83,141,3859,2025-09-10 19:30:59,413
74,85,634,3948,2025-09-10 16:03:38,244
99,93,153,,2025-09-10 11:39:48,317
140,82,528,3952,2025-09-10 12:43:37,68
161,57,747,4528,2025-09-10 10:50:57,417
163,65,176,1320,2025-09-10 09:17:18,246
176,48,1040,3653,2025-09-10 04:33:07,208
211,60,888,,2025-09-10 17:42:35,408
235,37,344,2830,2025-09-10 11:23:30,72
240,92,248,1987,2025-09-10 16:26:32,229
257,59,138,171,2025-09-10 13:24:01,113
262,83,296,952,2025-09-10 11:43:45,192
273,42,777,3013,2025-09-10 12:13:04,166
321,67,1017,351,2025-09-10 23:40:55,443
334,81,659,2646,2025-09-10 17:14:47,338
336,88,516,3938,2025-09-10 20:34:04,242
402,29,1065,1821,2025-09-10 09:51:30,404
406,93,381,2619,2025-09-10 13:57:17,72
423,97,1088,3216,2025-09-10 04:02:10,174
453,91,889,3428,2025-09-10 20:04:19,363
513,53,253,1450,2025-09-10 12:47:52,202
542,93,528,3952,2025-09-10 16:17:25,88
562,36,649,1208,2025-09-10 22:11:09,18
601,99,734,537,2025-09-10 18:29:35,418
606,1,1066,1249,2025-09-10 17:25:12,237
613,50,113,4962,2025-09-10 09:32:37,221
687,91,920,2900,2025-09-10 15:00:50,480
696,22,602,4907,2025-09-10 01:37:43,81
706,29,651,4635,2025-09-10 15:14:22,96
725,42,821,4944,2025-09-10 17:01:54,158
783,85,997,3831,2025-09-10 22:43:09,115
785,96,502,,2025-09-10 18:33:33,340
797,51,619,4092,2025-09-10 17:32:56,331
809,78,157,748,2025-09-10 09:00:32,351
837,60,987,136,2025-09-10 23:48:29,406
850,95,845,1131,2025-09-10 19:54:08,63
896,32,763,4840,2025-09-10 20:31:14,265
921,64,656,899,2025-09-10 16:29:49,99
977,22,754,4685,2025-09-10 09:47:36,51
1061,78,390,2334,2025-09-10 10:50:52,360
1070,84,610,2396,2025-09-10 15:49:09,142
1083,96,993,4278,2025-09-10 16:30:27,225
1111,6,406,4677,2025-09-10 14:17:24,243
1145,30,568,3720,2025-09-10 10:03:18,145
1225,44,1094,526,2025-09-10 08:55:36,241
1292,63,145,4607,2025-09-10 10:40:37,469
1398,85,942,4330,2025-09-10 19:46:41,494
1484,34,355,,2025-09-10 15:58:16,57
1573,34,260,4324,2025-09-10 11:28:10,15
1575,18,453,4003,2025-09-10 18:48:31,250
1599,44,531,342,2025-09-10 12:38:46,412
1611,50,798,1787,2025-09-10 13:54:25,489
