id,city_id,driver_id,car_id,date,sum
64,19,234,96,2025-09-18 16:06:27,138
103,45,966,549,2025-09-18 09:42:40,198
207,58,340,3726,2025-09-18 13:25:59,132
238,64,712,543,2025-09-18 16:44:39,18
292,50,1036,2696,2025-09-18 17:14:11,70
300,9,664,459,2025-09-18 14:54:34,158
306,4,470,4403,2025-09-18 20:31:41,303
324,39,730,623,2025-09-18 10:11:02,57
394,67,313,128,2025-09-18 18:11:48,176
397,69,451,,2025-09-18 14:49:53,191
401,32,386,4756,2025-09-18 23:35:15,162
407,74,793,,2025-09-18 11:04:52,204
413,26,948,4639,2025-09-18 08:52:07,148
459,61,876,3131,2025-09-18 16:39:27,420
477,90,166,2747,2025-09-18 19:45:54,40
484,85,996,3566,2025-09-18 20:19:28,78
514,24,873,4232,2025-09-18 11:59:41,252
521,48,195,3102,2025-09-18 19:55:52,380
533,49,578,2652,2025-09-18 04:04:28,342
560,1,645,,2025-09-18 10:15:42,220
574,49,487,,2025-09-18 22:48:33,253
598,30,465,,2025-09-18 16:32:50,491
609,58,671,4272,2025-09-18 16:53:18,272
646,89,529,4721,2025-09-18 12:09:58,28
700,50,1087,3963,2025-09-18 17:52:37,268
710,35,894,4191,2025-09-18 10:20:30,431
724,36,712,1803,2025-09-18 11:15:19,96
742,9,915,3990,2025-09-18 21:05:57,213
745,37,446,1175,2025-09-18 18:24:13,305
792,54,475,913,2025-09-18 15:20:30,359
800,82,650,3285,2025-09-18 10:38:36,325
846,4,339,938,2025-09-18 15:06:41,187
897,53,1004,3028,2025-09-18 17:57:58,255
1042,61,701,1184,2025-09-18 18:31:03,189
1074,29,803,52,2025-09-18 09:56:35,336
1077,85,998,4058,2025-09-18 10:27:25,102
1103,1,139,2044,2025-09-18 04:39:27,112
1121,33,890,92,2025-09-18 15:24:12,329
1184,65,329,3427,2025-09-18 11:10:55,339
1197,59,440,4658,2025-09-18 19:24:52,402
1234,23,616,1395,2025-09-18 06:20:02,365
1236,98,461,761,2025-09-18 17:00:34,255
1246,27,872,2685,2025-09-18 11:37:44,26
1255,41,1090,1403,2025-09-18 00:56:08,37
1266,55,386,696,2025-09-18 19:38:01,145
1282,68,587,3494,2025-09-18 10:54:15,431
1295,99,651,4635,2025-09-18 13:23:18,13
1317,61,261,800,2025-09-18 15:51:25,122
1486,44,178,407,2025-09-18 12:42:13,486
1504,55,590,4401,2025-09-18 20:51:02,26
1511,34,292,4137,2025-09-18 08:41:54,144
1524,81,630,1265,2025-09-18 19:28:37,378
1581,53,1004,3322,2025-09-18 08:19:40,233
1588,84,861,1574,2025-09-18 07:26:40,424
1594,20,151,1298,2025-09-18 15:32:48,21
1647,64,885,4527,2025-09-18 08:23:54,88
1660,8,470,4403,2025-09-18 13:46:11,390
1675,85,262,943,2025-09-18 13:33:38,317
1689,36,1042,4260,2025-09-18 12:52:25,271
1709,6,427,1103,2025-09-18 17:18:09,299
1720,18,593,37,2025-09-18 11:05:03,111
1764,4,1067,3767,2025-09-18 18:05:11,495
1831,21,488,3418,2025-09-18 14:01:26,204
1878,43,459,4390,2025-09-18 17:03:46,422
1893,87,424,2749,2025-09-18 10:41:03,284
1923,37,384,,2025-09-18 07:21:21,173
1957,14,434,1626,2025-09-18 14:27:18,342
2019,88,749,929,2025-09-18 22:39:09,418
2087,14,248,1987,2025-09-18 12:42:25,403
2252,68,963,1689,2025-09-18 11:46:05,237
2307,49,397,,2025-09-18 17:35:10,261
2341,68,967,3671,2025-09-18 12:57:00,374
2414,65,368,3788,2025-09-18 10:39:40,185
2419,5,282,2964,2025-09-18 08:21:12,347
2424,63,776,1511,2025-09-18 16:06:42,360
2483,60,598,2754,2025-09-18 10:43:06,233
2487,36,775,4346,2025-09-18 22:45:16,100
2506,8,603,3962,2025-09-18 15:21:38,201
2518,88,225,957,2025-09-18 14:02:00,453
2550,3,1046,2715,2025-09-18 11:25:30,341
2646,73,149,1912,2025-09-18 09:53:46,49
2709,31,315,4691,2025-09-18 10:48:28,34
2714,30,224,2604,2025-09-18 14:27:06,124
2723,14,944,4375,2025-09-18 18:15:33,31
2756,27,1009,4450,2025-09-18 12:44:56,329
2776,81,782,,2025-09-18 11:18:31,442
2788,52,703,2388,2025-09-18 09:45:03,275
2808,1,226,463,2025-09-18 08:15:41,188
2838,15,202,3798,2025-09-18 21:02:38,96
2854,3,376,891,2025-09-18 12:51:52,310
2942,87,158,,2025-09-18 10:51:54,36
2981,46,131,4432,2025-09-18 23:41:28,68
3064,51,166,2747,2025-09-18 09:31:02,207
3117,38,228,2618,2025-09-18 18:02:09,389
3136,42,431,932,2025-09-18 19:43:52,330
3191,39,710,2672,2025-09-18 13:00:37,88
3194,37,485,1378,2025-09-18 12:42:57,320
3294,83,904,4210,2025-09-18 08:54:36,448
3374,47,1090,4290,2025-09-18 08:12:06,97
3385,18,717,1798,2025-09-18 18:10:05,120
3400,15,801,2160,2025-09-18 14:20:53,218
3437,87,1010,2592,2025-09-18 08:51:13,367
3526,10,1065,1821,2025-09-18 11:42:49,326
3528,98,307,83,2025-09-18 22:27:57,379
3558,91,1006,,2025-09-18 22:06:17,145
3568,82,719,1181,2025-09-18 10:39:31,115
3631,69,605,3457,2025-09-18 07:54:27,284
3637,3,472,275,2025-09-18 08:20:30,252
3669,96,1100,,2025-09-18 19:00:55,319
3724,90,941,1912,2025-09-18 03:22:39,14
3804,56,348,2266,2025-09-18 12:56:25,210
3892,5,1018,4706,2025-09-18 09:18:33,480
3943,16,1050,15,2025-09-18 16:44:59,53
3993,81,796,2243,2025-09-18 14:51:58,470
4005,38,739,4865,2025-09-18 11:37:48,350
4026,18,527,1840,2025-09-18 19:41:06,112
4123,80,1022,4759,2025-09-18 10:39:47,446
4141,18,310,1584,2025-09-18 14:15:00,428
4177,47,899,1441,2025-09-18 03:28:07,159
4184,40,860,1721,2025-09-18 08:43:46,117
4195,85,542,591,2025-09-18 15:06:26,36
4231,41,143,2352,2025-09-18 17:33:41,377
4270,17,1048,628,2025-09-18 16:20:17,135
4315,13,312,3334,2025-09-18 13:24:11,439
4336,25,962,4726,2025-09-18 16:36:04,348
4366,53,163,1097,2025-09-18 18:59:50,405
4431,62,627,1500,2025-09-18 14:27:19,449
4462,33,675,2615,2025-09-18 14:48:25,338
4548,50,260,4324,2025-09-18 15:25:46,301
4565,21,579,4389,2025-09-18 10:46:20,105
4588,20,802,3895,2025-09-18 10:45:45,442
4625,23,535,4149,2025-09-18 22:11:44,398
4641,23,187,686,2025-09-18 09:47:49,58
4673,77,437,3421,2025-09-18 16:58:10,209
4674,61,1053,69,2025-09-18 10:11:45,16
4700,65,649,1208,2025-09-18 01:31:24,210
4716,84,499,3750,2025-09-18 13:25:03,271
4783,71,1085,3356,2025-09-18 17:59:44,443
4810,34,989,376,2025-09-18 15:16:05,137
4843,49,434,1626,2025-09-18 07:13:15,296
4877,42,910,560,2025-09-18 17:40:45,261
4880,12,1098,2105,2025-09-18 16:56:15,409
4903,100,231,822,2025-09-18 14:38:10,188
4984,63,891,154,2025-09-18 10:52:34,243
4988,83,127,4415,2025-09-18 13:38:07,74
4990,15,224,2604,2025-09-18 20:27:47,374
5000,7,920,1891,2025-09-18 18:43:45,195
5101,6,352,2785,2025-09-18 09:50:26,89
5108,54,670,4754,2025-09-18 23:39:44,300
5115,31,428,1771,2025-09-18 20:56:26,192
5118,32,915,3990,2025-09-18 11:45:48,306
5127,22,123,2596,2025-09-18 12:59:21,239
5136,58,418,3733,2025-09-18 12:08:34,366
5181,15,785,,2025-09-18 18:30:41,43
5204,95,150,,2025-09-18 18:48:02,24
5206,25,461,761,2025-09-18 19:02:32,36
5237,51,392,2318,2025-09-18 18:52:29,156
5260,21,247,3884,2025-09-18 09:59:17,172
5262,53,631,2553,2025-09-18 20:00:20,18
5276,20,566,2657,2025-09-18 14:56:12,460
5325,21,676,4299,2025-09-18 18:52:14,331
5352,11,441,3335,2025-09-18 18:18:40,26
5463,80,595,2609,2025-09-18 19:21:33,84
5543,63,592,1752,2025-09-18 19:20:09,315
5562,75,812,2116,2025-09-18 09:22:14,149
5587,64,792,1357,2025-09-18 11:42:14,218
5630,50,871,1033,2025-09-18 15:29:23,404
5640,42,418,3733,2025-09-18 14:38:53,407
5707,54,168,2273,2025-09-18 22:10:05,53
5712,39,957,4074,2025-09-18 22:52:58,319
5716,76,812,2279,2025-09-18 09:29:37,482
5740,73,571,2148,2025-09-18 05:16:03,184
5753,36,211,2786,2025-09-18 11:14:58,284
5761,35,1051,49,2025-09-18 23:42:57,191
5864,96,829,802,2025-09-18 06:19:36,148
5883,20,538,4237,2025-09-18 20:50:56,300
5983,93,706,850,2025-09-18 14:28:16,158
6040,100,607,2124,2025-09-18 15:55:30,404
6050,61,607,2124,2025-09-18 18:43:42,292
6073,39,1029,159,2025-09-18 02:56:26,346
6082,76,1063,3790,2025-09-18 09:46:41,468
6142,86,1054,4047,2025-09-18 13:52:12,448
6174,89,384,,2025-09-18 20:20:42,95
6216,95,818,2422,2025-09-18 20:19:37,496
6223,10,348,2266,2025-09-18 21:56:57,292
6250,86,691,237,2025-09-18 21:55:45,254
6279,83,282,2964,2025-09-18 18:48:52,495
6308,48,348,2266,2025-09-18 22:18:12,367
6360,17,633,1925,2025-09-18 17:23:00,218
6377,56,622,3841,2025-09-18 09:27:36,103
6387,86,1035,1437,2025-09-18 20:50:49,387
6402,38,951,2458,2025-09-18 12:22:13,338
6406,38,249,4268,2025-09-18 14:21:31,411
6422,28,417,377,2025-09-18 14:10:43,492
6427,85,1019,3878,2025-09-18 22:10:04,397
6432,44,131,4432,2025-09-18 03:49:59,421
6438,28,116,3709,2025-09-18 09:50:34,256
6472,45,120,2202,2025-09-18 09:56:23,418
6501,51,582,11,2025-09-18 10:49:14,65
6515,66,282,1618,2025-09-18 18:01:32,358
6519,90,703,4871,2025-09-18 19:52:10,378
6551,79,625,953,2025-09-18 10:14:01,332
6557,31,1017,351,2025-09-18 17:11:00,215
