id,city_id,driver_id,car_id,date,sum
22,23,306,3350,2025-09-05 17:09:04,412
79,42,723,2994,2025-09-05 18:11:35,43
91,33,484,2541,2025-09-05 15:47:03,361
101,65,318,4345,2025-09-05 13:38:32,346
130,28,886,2526,2025-09-05 20:27:57,401
151,83,935,3553,2025-09-05 06:07:53,130
153,23,717,2489,2025-09-05 08:48:57,399
186,85,502,,2025-09-05 17:01:12,314
189,43,933,3475,2025-09-05 19:57:20,353
195,25,332,4968,2025-09-05 09:27:48,89
288,10,688,2456,2025-09-05 18:26:06,281
314,67,453,4003,2025-09-05 08:41:31,459
316,24,887,,2025-09-05 20:52:34,231
318,16,631,2553,2025-09-05 16:59:02,165
323,71,382,2510,2025-09-05 13:49:06,330
365,79,222,3500,2025-09-05 18:26:17,59
409,99,924,712,2025-09-05 04:53:14,158
456,29,1081,2163,2025-09-05 15:24:18,254
466,74,650,3285,2025-09-05 17:29:40,94
518,72,643,2479,2025-09-05 17:24:31,208
549,46,274,2063,2025-09-05 23:33:32,378
618,35,605,3457,2025-09-05 18:24:42,42
659,89,613,1221,2025-09-05 12:58:13,186
692,54,711,808,2025-09-05 17:45:43,304
699,2,597,1842,2025-09-05 10:11:37,109
721,22,731,1423,2025-09-05 16:15:30,411
733,51,602,4907,2025-09-05 17:03:41,305
764,55,811,152,2025-09-05 08:10:31,254
769,97,996,3566,2025-09-05 05:17:44,338
778,41,911,1699,2025-09-05 16:08:39,136
828,50,1043,2627,2025-09-05 08:29:42,101
860,85,1088,3522,2025-09-05 12:35:45,131
881,100,328,1158,2025-09-05 00:10:37,111
919,73,678,4966,2025-09-05 15:01:08,298
985,73,164,2879,2025-09-05 11:30:56,395
1008,15,525,2470,2025-09-05 17:55:09,85
1100,100,191,,2025-09-05 09:09:55,324
1160,22,216,2163,2025-09-05 10:24:30,366
1220,94,935,4024,2025-09-05 17:40:48,63
1269,91,1060,208,2025-09-05 13:19:40,30
1341,89,699,407,2025-09-05 15:23:12,299
1407,49,495,2240,2025-09-05 14:03:45,65
1414,62,776,1511,2025-09-05 14:06:16,471
1431,47,210,1300,2025-09-05 15:22:14,228
1523,54,612,2144,2025-09-05 18:17:13,467
1590,9,287,5002,2025-09-05 16:24:05,158
1602,97,1075,4237,2025-09-05 15:25:34,38
1626,46,761,1403,2025-09-05 06:24:11,369
1685,3,631,2553,2025-09-05 08:10:08,465
1692,46,260,4324,2025-09-05 15:27:25,145
1715,51,252,2734,2025-09-05 12:25:05,182
1719,100,815,1214,2025-09-05 11:49:42,400
1765,36,331,4197,2025-09-05 08:14:59,184
1766,51,773,3350,2025-09-05 11:12:21,54
1774,26,984,,2025-09-05 22:13:25,168
1794,63,586,1073,2025-09-05 19:23:17,93
1817,67,1026,2299,2025-09-05 10:48:18,247
1888,5,762,,2025-09-05 23:09:54,256
1896,46,168,2273,2025-09-05 12:57:45,153
1912,100,436,4517,2025-09-05 03:10:58,403
1994,23,587,3494,2025-09-05 22:55:23,106
2013,89,182,385,2025-09-05 23:19:41,383
2031,63,185,4852,2025-09-05 08:40:49,268
2036,76,857,1959,2025-09-05 06:34:59,347
2095,50,373,3060,2025-09-05 09:45:49,368
2143,75,142,4198,2025-09-05 19:58:50,61
2161,15,916,4772,2025-09-05 11:27:28,360
2209,60,891,2402,2025-09-05 15:32:47,457
2242,19,609,4877,2025-09-05 18:47:36,457
2261,86,914,1407,2025-09-05 19:50:32,92
2335,19,114,4945,2025-09-05 13:26:49,275
2346,89,472,838,2025-09-05 13:04:58,428
2350,16,328,4795,2025-09-05 20:01:38,448
2405,30,744,196,2025-09-05 11:06:36,25
2474,19,347,4092,2025-09-05 19:17:17,392
2541,84,882,2172,2025-09-05 09:13:11,443
2555,77,367,2252,2025-09-05 17:13:38,55
2580,86,480,1066,2025-09-05 08:03:50,466
2586,41,146,184,2025-09-05 14:13:20,265
2592,98,1073,4834,2025-09-05 15:38:06,294
2594,7,294,3588,2025-09-05 15:04:38,37
2643,62,408,1209,2025-09-05 14:41:54,75
2669,39,190,,2025-09-05 16:56:05,79
2700,85,580,132,2025-09-05 11:37:51,462
2762,95,1001,69,2025-09-05 16:25:32,276
2840,99,192,2301,2025-09-05 08:12:28,167
2859,27,902,4058,2025-09-05 09:23:39,201
2872,16,951,2458,2025-09-05 17:32:01,381
2939,9,902,1577,2025-09-05 13:23:19,41
2961,70,895,1092,2025-09-05 11:15:18,85
3004,36,994,,2025-09-05 17:42:12,445
3043,66,880,4874,2025-09-05 18:54:14,453
3053,74,995,1705,2025-09-05 17:56:26,166
3060,5,1045,4255,2025-09-05 09:06:00,88
3161,11,162,2302,2025-09-05 11:54:27,201
3188,56,879,3891,2025-09-05 09:47:27,429
3287,16,782,,2025-09-05 14:25:26,482
3310,88,567,4088,2025-09-05 17:47:15,317
3465,63,108,3862,2025-09-05 18:27:24,403
3470,57,266,3161,2025-09-05 13:00:10,191
3473,37,142,4198,2025-09-05 16:40:27,212
3498,30,224,2604,2025-09-05 03:12:06,215
3516,99,983,2986,2025-09-05 12:10:23,179
3529,20,145,2076,2025-09-05 15:27:03,108
3552,6,755,335,2025-09-05 08:35:19,492
3553,36,1050,3280,2025-09-05 09:44:38,148
3571,97,505,1431,2025-09-05 10:31:40,238
3583,93,640,4551,2025-09-05 11:59:52,382
3620,100,772,348,2025-09-05 11:26:30,173
3628,82,442,,2025-09-05 20:00:03,420
3640,100,939,4727,2025-09-05 16:59:03,160
3651,19,475,913,2025-09-05 22:21:51,50
3654,61,862,4523,2025-09-05 18:54:25,393
3666,49,1074,,2025-09-05 11:18:44,390
3758,75,732,3417,2025-09-05 15:54:08,175
3848,4,436,4517,2025-09-05 10:27:12,122
3931,59,772,348,2025-09-05 20:00:22,444
3938,83,205,,2025-09-05 23:07:44,246
3988,29,776,1511,2025-09-05 10:57:57,192
4004,60,798,1787,2025-09-05 17:31:30,277
4030,56,199,1536,2025-09-05 13:49:32,279
4036,12,874,2198,2025-09-05 18:56:33,324
4038,66,483,2735,2025-09-05 11:30:04,327
4053,82,973,3950,2025-09-05 18:19:40,164
4079,46,1086,3145,2025-09-05 12:06:21,249
4109,58,487,,2025-09-05 10:06:00,336
4149,71,591,4340,2025-09-05 09:34:34,148
4171,32,400,4515,2025-09-05 11:33:36,320
4272,75,782,,2025-09-05 11:42:53,320
4275,54,618,4616,2025-09-05 10:16:02,304
4285,55,463,4504,2025-09-05 23:07:49,215
4296,66,186,1040,2025-09-05 16:32:00,468
4306,97,283,2216,2025-09-05 01:37:02,31
4338,2,352,2785,2025-09-05 23:46:59,310
4342,64,390,8,2025-09-05 15:50:41,111
4416,40,441,3335,2025-09-05 09:32:49,424
4439,68,599,1068,2025-09-05 21:55:20,393
4473,79,251,4399,2025-09-05 19:31:41,94
4521,98,614,2815,2025-09-05 17:19:44,383
4584,1,775,718,2025-09-05 20:00:52,112
4642,17,845,1131,2025-09-05 13:30:03,334
4648,48,140,1913,2025-09-05 17:42:18,321
4666,54,773,3350,2025-09-05 14:02:01,150
4740,16,207,3529,2025-09-05 21:18:27,443
4752,5,880,1142,2025-09-05 17:03:31,85
4766,45,760,1451,2025-09-05 18:01:37,310
4773,27,330,1476,2025-09-05 20:42:28,152
4832,39,480,1066,2025-09-05 19:00:26,166
4838,83,925,263,2025-09-05 15:37:13,243
4894,42,538,4237,2025-09-05 10:35:50,142
4900,25,892,2254,2025-09-05 15:58:47,115
4932,73,110,4602,2025-09-05 08:25:51,275
4938,67,1089,1497,2025-09-05 12:08:53,389
4961,17,925,4761,2025-09-05 08:40:36,125
4995,66,300,4369,2025-09-05 11:29:17,440
5005,97,834,1409,2025-09-05 14:48:23,286
5023,27,555,858,2025-09-05 20:53:34,354
5096,46,507,2443,2025-09-05 21:42:40,481
5168,88,1035,1437,2025-09-05 15:17:54,317
5220,52,146,184,2025-09-05 11:13:25,82
5231,99,560,1096,2025-09-05 13:00:15,349
5241,64,306,3350,2025-09-05 14:13:16,275
5251,73,115,2035,2025-09-05 18:27:35,184
5277,47,330,1476,2025-09-05 12:34:44,156
5283,30,512,3025,2025-09-05 18:59:47,440
5295,28,503,1989,2025-09-05 16:36:17,250
5316,26,862,4523,2025-09-05 20:49:08,500
5329,97,141,1000,2025-09-05 04:41:42,460
5337,9,282,2964,2025-09-05 12:12:56,329
5376,8,822,306,2025-09-05 10:22:30,112
5416,60,564,1854,2025-09-05 17:09:24,82
5418,4,995,3297,2025-09-05 09:40:26,413
5424,51,584,3673,2025-09-05 20:51:46,148
5438,16,714,1276,2025-09-05 13:19:19,281
5440,89,985,4874,2025-09-05 20:24:43,199
5482,21,701,1184,2025-09-05 18:43:18,175
5508,98,339,2442,2025-09-05 10:42:32,498
5519,51,318,4345,2025-09-05 12:15:35,284
5555,16,410,3802,2025-09-05 16:17:10,144
5582,71,654,1253,2025-09-05 09:06:48,174
5662,13,269,772,2025-09-05 13:20:58,77
5680,19,408,1209,2025-09-05 17:51:36,392
5806,33,564,1854,2025-09-05 14:05:01,160
5819,93,284,2281,2025-09-05 10:57:30,283
5848,98,868,249,2025-09-05 11:26:42,342
5853,27,575,2417,2025-09-05 09:20:11,222
5854,7,352,2785,2025-09-05 13:53:58,469
5877,35,248,1987,2025-09-05 11:26:07,400
5894,42,640,4551,2025-09-05 13:30:24,351
5921,95,109,4402,2025-09-05 15:17:01,286
5923,90,764,1758,2025-09-05 16:37:53,36
6047,60,188,4898,2025-09-05 18:03:19,441
6056,39,781,3800,2025-09-05 15:12:27,366
6063,12,991,801,2025-09-05 08:03:09,486
6111,58,248,1987,2025-09-05 10:15:58,380
6249,70,933,773,2025-09-05 11:59:03,317
6252,99,179,496,2025-09-05 22:40:41,99
6262,31,523,2061,2025-09-05 19:56:46,418
6273,68,290,1309,2025-09-05 13:27:15,43
6319,29,927,1803,2025-09-05 09:16:13,422
6352,4,701,1426,2025-09-05 08:47:36,397
6355,78,618,4616,2025-09-05 09:24:05,47
6408,73,355,,2025-09-05 15:55:49,179
6415,38,900,1640,2025-09-05 10:28:56,407
6430,85,221,322,2025-09-05 16:14:01,471
6440,88,1004,3322,2025-09-05 10:53:28,402
6469,58,1007,,2025-09-05 10:44:06,381
6526,49,654,1253,2025-09-05 02:30:24,53
6549,38,764,2557,2025-09-05 18:44:39,162
6585,32,750,4706,2025-09-05 02:42:08,359
6631,35,470,4403,2025-09-05 09:45:19,130
6650,6,144,471,2025-09-05 23:51:12,420
6668,96,107,117,2025-09-05 12:46:05,197
6673,14,855,1956,2025-09-05 19:18:57,107
6689,5,434,1626,2025-09-05 10:40:19,326
6728,67,349,2507,2025-09-05 13:58:20,86
6780,67,207,232,2025-09-05 15:43:25,401
6793,77,454,4981,2025-09-05 23:52:20,408
6796,59,222,3500,2025-09-05 22:26:00,151
6802,96,898,3498,2025-09-05 10:41:06,23
6810,53,334,922,2025-09-05 11:37:04,74
6950,66,420,594,2025-09-05 10:24:08,43
6951,57,112,1158,2025-09-05 20:42:16,297
7014,91,764,1758,2025-09-05 15:36:24,61
7019,39,927,2695,2025-09-05 18:28:57,162
7036,49,903,2423,2025-09-05 04:22:16,447
